GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Income in the past 12 months below poverty level:
HD02_VD02,Margin of Error; Income in the past 12 months below poverty level:
HD01_VD03,Estimate; Income in the past 12 months below poverty level: - In married-couple family:
HD02_VD03,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family:
HD01_VD04,Estimate; Income in the past 12 months below poverty level: - In married-couple family: - Under 5 years
HD02_VD04,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family: - Under 5 years
HD01_VD05,Estimate; Income in the past 12 months below poverty level: - In married-couple family: - 5 years
HD02_VD05,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family: - 5 years
HD01_VD06,Estimate; Income in the past 12 months below poverty level: - In married-couple family: - 6 to 17 years
HD02_VD06,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family: - 6 to 17 years
HD01_VD07,Estimate; Income in the past 12 months below poverty level: - In other family:
HD02_VD07,Margin of Error; Income in the past 12 months below poverty level: - In other family:
HD01_VD08,"Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present:"
HD02_VD08,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present:"
HD01_VD09,"Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - Under 5 years"
HD02_VD09,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - Under 5 years"
HD01_VD10,"Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 5 years"
HD02_VD10,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 5 years"
HD01_VD11,"Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years"
HD02_VD11,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years"
HD01_VD12,"Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present:"
HD02_VD12,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present:"
HD01_VD13,"Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - Under 5 years"
HD02_VD13,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - Under 5 years"
HD01_VD14,"Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 5 years"
HD02_VD14,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 5 years"
HD01_VD15,"Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years"
HD02_VD15,"Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years"
HD01_VD16,Estimate; Income in the past 12 months at or above poverty level:
HD02_VD16,Margin of Error; Income in the past 12 months at or above poverty level:
HD01_VD17,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family:
HD02_VD17,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family:
HD01_VD18,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family: - Under 5 years
HD02_VD18,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family: - Under 5 years
HD01_VD19,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family: - 5 years
HD02_VD19,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family: - 5 years
HD01_VD20,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family: - 6 to 17 years
HD02_VD20,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family: - 6 to 17 years
HD01_VD21,Estimate; Income in the past 12 months at or above poverty level: - In other family:
HD02_VD21,Margin of Error; Income in the past 12 months at or above poverty level: - In other family:
HD01_VD22,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present:"
HD02_VD22,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present:"
HD01_VD23,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - Under 5 years"
HD02_VD23,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - Under 5 years"
HD01_VD24,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 5 years"
HD02_VD24,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 5 years"
HD01_VD25,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years"
HD02_VD25,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years"
HD01_VD26,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present:"
HD02_VD26,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present:"
HD01_VD27,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - Under 5 years"
HD02_VD27,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - Under 5 years"
HD01_VD28,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 5 years"
HD02_VD28,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 5 years"
HD01_VD29,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years"
HD02_VD29,"Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years"
