GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Households with one or more people 65 years and over:
HD02_VD02,Margin of Error; Households with one or more people 65 years and over:
HD01_VD03,Estimate; Households with one or more people 65 years and over: - 1-person household
HD02_VD03,Margin of Error; Households with one or more people 65 years and over: - 1-person household
HD01_VD04,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household:
HD02_VD04,Margin of Error; Households with one or more people 65 years and over: - 2-or-more-person household:
HD01_VD05,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household: - Family households
HD02_VD05,Margin of Error; Households with one or more people 65 years and over: - 2-or-more-person household: - Family households
HD01_VD06,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household: - Nonfamily households
HD02_VD06,Margin of Error; Households with one or more people 65 years and over: - 2-or-more-person household: - Nonfamily households
HD01_VD07,Estimate; Households with no people 65 years and over:
HD02_VD07,Margin of Error; Households with no people 65 years and over:
HD01_VD08,Estimate; Households with no people 65 years and over: - 1-person households
HD02_VD08,Margin of Error; Households with no people 65 years and over: - 1-person households
HD01_VD09,Estimate; Households with no people 65 years and over: - 2-or-more-person household:
HD02_VD09,Margin of Error; Households with no people 65 years and over: - 2-or-more-person household:
HD01_VD10,Estimate; Households with no people 65 years and over: - 2-or-more-person household: - Family households
HD02_VD10,Margin of Error; Households with no people 65 years and over: - 2-or-more-person household: - Family households
HD01_VD11,Estimate; Households with no people 65 years and over: - 2-or-more-person household: - Nonfamily households
HD02_VD11,Margin of Error; Households with no people 65 years and over: - 2-or-more-person household: - Nonfamily households
