GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family:,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No workers,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - No workers,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 1 worker,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 1 worker,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 2 workers,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 2 workers,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 3 or more workers,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 3 or more workers,Estimate; Income in the past 12 months below poverty level: - Other families:,Margin of Error; Income in the past 12 months below poverty level: - Other families:,"Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - No workers","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - No workers","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 1 worker","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 1 worker","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 2 workers","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 2 workers","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 or more workers","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 or more workers","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - No workers","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - No workers","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 1 worker","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 1 worker","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 2 workers","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 2 workers","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 or more workers","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 or more workers",Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No workers,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - No workers,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 1 worker,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 1 worker,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 2 workers,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 2 workers,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 or more workers,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 or more workers,Estimate; Income in the past 12 months at or above poverty level: - Other families:,Margin of Error; Income in the past 12 months at or above poverty level: - Other families:,"Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - No workers","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - No workers","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 1 worker","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 1 worker","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 2 workers","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 2 workers","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 or more workers","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 or more workers","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - No workers","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - No workers","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 1 worker","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 1 worker","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 2 workers","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 2 workers","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 or more workers","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 or more workers"
0500000US41001,41001,"Baker County, Oregon",4603,238,540,123,186,67,67,48,88,45,31,21,0,19,354,111,45,43,23,32,5,16,17,24,0,19,309,90,42,35,267,79,0,19,0,19,4063,215,3606,236,852,108,720,126,1800,191,234,85,457,118,151,65,34,30,106,58,11,16,0,19,306,93,30,21,234,87,41,30,1,5
0500000US41003,41003,"Benton County, Oregon",18698,502,1779,262,767,178,131,59,343,110,238,121,55,47,1012,211,235,86,120,69,76,51,39,30,0,28,777,180,311,122,350,118,116,88,0,28,16919,462,14558,500,2367,250,3578,317,7104,441,1509,204,2361,287,611,166,74,55,293,115,224,102,20,26,1750,244,147,73,920,184,529,147,154,85
0500000US41005,41005,"Clackamas County, Oregon",101963,1101,6930,539,2975,355,771,193,1295,316,791,224,118,81,3955,438,739,239,205,81,445,197,89,71,0,28,3216,382,1480,269,1583,225,127,65,26,28,95033,1117,78205,1168,10892,564,19417,764,37746,1098,10150,646,16828,831,5718,531,359,99,3375,412,1537,290,447,193,11110,647,947,177,6109,500,3335,395,719,196
0500000US41007,41007,"Clatsop County, Oregon",9878,425,1321,231,492,143,102,67,158,75,223,96,9,15,829,188,145,105,30,28,94,97,21,20,0,25,684,182,302,130,348,145,0,25,34,54,8557,404,7054,412,1246,161,1515,208,3485,304,808,157,1503,223,489,142,33,32,302,120,132,72,22,24,1014,174,102,52,469,114,378,130,65,38
0500000US41009,41009,"Columbia County, Oregon",13725,409,1272,230,464,133,138,65,246,103,74,46,6,11,808,199,142,80,27,26,112,77,3,6,0,25,666,179,220,98,387,142,59,40,0,25,12453,386,10398,444,1759,187,2731,296,4887,388,1021,179,2055,282,717,162,81,70,506,138,96,49,34,35,1338,229,141,62,828,184,301,115,68,44
0500000US41011,41011,"Coos County, Oregon",15899,626,1789,286,767,154,264,90,261,94,207,94,35,36,1022,230,183,84,58,40,105,69,20,29,0,28,839,207,245,106,548,176,40,43,6,10,14110,592,11527,576,2927,275,3007,348,4863,419,730,132,2583,392,876,206,153,78,523,146,165,111,35,42,1707,299,326,139,888,224,400,142,93,63
0500000US41013,41013,"Crook County, Oregon",6041,312,881,197,555,179,147,74,259,142,149,86,0,22,326,118,68,48,33,36,26,31,9,14,0,22,258,108,72,59,186,96,0,22,0,22,5160,263,4346,252,1104,149,1173,195,1865,201,204,79,814,187,352,135,24,30,148,91,180,107,0,22,462,144,89,68,224,116,135,73,14,24
0500000US41015,41015,"Curry County, Oregon",6164,473,478,162,147,81,105,77,26,29,10,17,6,11,331,131,50,53,0,22,50,53,0,22,0,22,281,120,98,74,183,96,0,22,0,22,5686,500,4919,487,1878,206,1050,259,1675,274,316,131,767,203,384,162,51,42,240,129,93,99,0,22,383,114,64,60,170,70,138,68,11,22
0500000US41017,41017,"Deschutes County, Oregon",43353,933,4689,546,2320,445,807,243,684,240,687,247,142,76,2369,375,752,208,166,82,586,187,0,28,0,28,1617,316,626,177,767,232,130,89,94,78,38664,1014,32437,843,6618,476,7687,578,15811,900,2321,318,6227,618,2118,406,189,105,1155,253,736,242,38,56,4109,447,354,179,2256,341,1282,288,217,116
