GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - In married-couple family:,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family:,Estimate; Income in the past 12 months below poverty level: - In married-couple family: - Under 5 years,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family: - Under 5 years,Estimate; Income in the past 12 months below poverty level: - In married-couple family: - 5 years,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family: - 5 years,Estimate; Income in the past 12 months below poverty level: - In married-couple family: - 6 to 17 years,Margin of Error; Income in the past 12 months below poverty level: - In married-couple family: - 6 to 17 years,Estimate; Income in the past 12 months below poverty level: - In other family:,Margin of Error; Income in the past 12 months below poverty level: - In other family:,"Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - Under 5 years","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - Under 5 years","Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 5 years","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 5 years","Estimate; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years","Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - Under 5 years","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - Under 5 years","Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 5 years","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 5 years","Estimate; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years","Margin of Error; Income in the past 12 months below poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years",Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family:,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family:,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family: - Under 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family: - Under 5 years,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family: - 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family: - 5 years,Estimate; Income in the past 12 months at or above poverty level: - In married-couple family: - 6 to 17 years,Margin of Error; Income in the past 12 months at or above poverty level: - In married-couple family: - 6 to 17 years,Estimate; Income in the past 12 months at or above poverty level: - In other family:,Margin of Error; Income in the past 12 months at or above poverty level: - In other family:,"Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - Under 5 years","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - Under 5 years","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 5 years","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 5 years","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Male householder, no wife present: - 6 to 17 years","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - Under 5 years","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - Under 5 years","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 5 years","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 5 years","Estimate; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years","Margin of Error; Income in the past 12 months at or above poverty level: - In other family: - Female householder, no husband present: - 6 to 17 years"
0500000US41001,41001,"Baker County, Oregon",3106,73,922,214,283,130,93,49,40,31,150,84,639,209,189,139,69,92,2,5,118,66,450,154,145,68,67,60,238,103,2184,229,1823,272,456,108,99,43,1268,201,361,147,68,49,16,19,1,2,51,39,293,143,35,28,1,5,257,136
0500000US41003,41003,"Benton County, Oregon",14690,152,2408,390,1231,316,495,186,58,54,678,224,1177,339,81,51,0,28,0,28,81,51,1096,324,408,215,44,36,644,228,12282,399,10222,485,2540,220,620,147,7062,398,2060,361,562,194,125,76,9,13,428,184,1498,343,230,129,52,62,1216,310
0500000US41005,41005,"Clackamas County, Oregon",86707,294,10184,1065,4196,801,1047,321,293,144,2856,618,5988,938,1272,540,413,229,75,80,784,334,4716,704,1459,361,190,90,3067,546,76523,1058,60846,1511,15053,630,3189,421,42604,1158,15677,1127,4965,775,836,209,268,98,3861,641,10712,973,2051,349,501,160,8160,860
0500000US41007,41007,"Clatsop County, Oregon",7248,122,1943,376,556,214,204,97,14,17,338,146,1387,334,164,112,108,84,0,25,56,52,1223,346,303,141,102,57,818,226,5305,387,4074,391,1027,162,345,127,2702,255,1231,290,538,212,135,87,29,43,374,154,693,201,173,103,37,37,483,151
0500000US41009,41009,"Columbia County, Oregon",11297,155,2285,395,889,309,275,143,73,52,541,242,1396,313,267,174,68,67,0,25,199,125,1129,261,515,150,85,65,529,208,9012,434,7050,563,1555,224,393,131,5102,483,1962,343,744,264,103,67,27,40,614,242,1218,246,135,66,57,53,1026,231
0500000US41011,41011,"Coos County, Oregon",11314,239,2428,484,885,295,368,175,10,16,507,185,1543,395,186,119,11,18,37,28,138,105,1357,364,534,218,100,68,723,203,8886,517,6631,653,1669,269,345,93,4617,512,2255,491,798,319,140,111,53,57,605,239,1457,383,309,171,48,48,1100,291
0500000US41013,41013,"Crook County, Oregon",4291,57,1336,329,762,304,208,107,91,75,463,215,574,214,110,95,34,36,14,22,62,65,464,199,136,95,27,42,301,170,2955,341,2418,360,577,161,137,79,1704,264,537,212,221,134,46,52,25,41,150,106,316,167,25,30,29,43,262,163
0500000US41015,41015,"Curry County, Oregon",3538,59,699,263,236,212,66,68,0,22,170,151,463,197,114,119,54,68,0,22,60,61,349,175,124,107,46,49,179,131,2839,262,2066,296,541,113,168,79,1357,239,773,231,534,205,47,28,35,41,452,188,239,121,37,35,5,8,197,109
0500000US41017,41017,"Deschutes County, Oregon",35329,312,6992,1048,3268,944,759,277,102,72,2407,785,3724,781,1096,402,405,180,36,41,655,352,2628,682,577,239,152,86,1899,516,28337,1010,22627,1131,5946,374,975,230,15706,1004,5710,763,1977,481,595,240,101,96,1281,384,3733,657,948,258,206,114,2579,537
