GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family:,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 2 people,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 2 people,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 3 to 4 people,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 3 to 4 people,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 5 to 6 people,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 5 to 6 people,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 7 or more people,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 7 or more people,Estimate; Income in the past 12 months below poverty level: - Other families:,Margin of Error; Income in the past 12 months below poverty level: - Other families:,"Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 2 people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 2 people","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 to 4 people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 to 4 people","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 5 to 6 people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 5 to 6 people","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 7 or more people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 7 or more people","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 2 people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 2 people","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 to 4 people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 to 4 people","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 5 to 6 people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 5 to 6 people","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 7 or more people","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 7 or more people",Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 2 people,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 2 people,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 to 4 people,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 to 4 people,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 5 to 6 people,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 5 to 6 people,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 7 or more people,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 7 or more people,Estimate; Income in the past 12 months at or above poverty level: - Other families:,Margin of Error; Income in the past 12 months at or above poverty level: - Other families:,"Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 2 people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 2 people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 to 4 people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 to 4 people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 5 to 6 people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 5 to 6 people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 7 or more people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 7 or more people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 2 people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 2 people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 to 4 people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 to 4 people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 5 to 6 people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 5 to 6 people","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 7 or more people","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 7 or more people"
0500000US41001,41001,"Baker County, Oregon",4603,238,540,123,186,67,88,49,49,30,27,34,22,22,354,111,45,43,17,24,28,35,0,19,0,19,309,90,134,50,168,86,0,19,7,16,4063,215,3606,236,2285,194,1017,153,276,68,28,20,457,118,151,65,116,52,35,39,0,19,0,19,306,93,198,66,86,54,22,23,0,19
0500000US41003,41003,"Benton County, Oregon",18698,502,1779,262,767,178,210,77,334,113,168,71,55,44,1012,211,235,86,223,81,12,19,0,28,0,28,777,180,387,127,331,134,59,63,0,28,16919,462,14558,500,7730,370,5371,359,1264,193,193,81,2361,287,611,166,413,137,178,90,8,18,12,19,1750,244,972,186,763,176,15,20,0,28
0500000US41005,41005,"Clackamas County, Oregon",101963,1101,6930,539,2975,355,983,203,1097,289,844,225,51,40,3955,438,739,239,279,134,350,174,110,80,0,28,3216,382,1658,311,1341,274,170,93,47,50,95033,1117,78205,1168,36722,1037,31313,1068,8844,584,1326,248,16828,831,5718,531,3273,439,2137,340,239,134,69,56,11110,647,5715,454,4585,466,734,205,76,67
0500000US41007,41007,"Clatsop County, Oregon",9878,425,1321,231,492,143,137,61,227,100,128,73,0,25,829,188,145,105,108,101,25,26,8,13,4,12,684,182,244,101,339,143,101,62,0,25,8557,404,7054,412,4140,337,2303,272,527,134,84,57,1503,223,489,142,245,99,226,91,6,12,12,18,1014,174,547,141,410,113,37,41,20,20
0500000US41009,41009,"Columbia County, Oregon",13725,409,1272,230,464,133,127,58,159,88,159,82,19,21,808,199,142,80,50,39,92,71,0,25,0,25,666,179,298,136,237,87,101,68,30,44,12453,386,10398,444,5673,398,3713,341,922,165,90,52,2055,282,717,162,326,98,376,160,15,21,0,25,1338,229,749,191,520,138,52,40,17,21
0500000US41011,41011,"Coos County, Oregon",15899,626,1789,286,767,154,406,108,175,72,147,82,39,45,1022,230,183,84,128,77,54,40,1,3,0,28,839,207,402,140,308,111,129,77,0,28,14110,592,11527,576,7062,430,3393,350,1017,250,55,38,2583,392,876,206,506,158,262,103,96,79,12,19,1707,299,1067,247,529,146,74,63,37,53
0500000US41013,41013,"Crook County, Oregon",6041,312,881,197,555,179,155,97,242,102,122,66,36,54,326,118,68,48,33,30,35,39,0,22,0,22,258,108,66,46,159,104,33,33,0,22,5160,263,4346,252,2710,221,1361,203,224,94,51,38,814,187,352,135,219,108,133,97,0,22,0,22,462,144,218,112,242,113,2,11,0,22
0500000US41015,41015,"Curry County, Oregon",6164,473,478,162,147,81,58,56,39,28,50,60,0,22,331,131,50,53,12,17,38,49,0,22,0,22,281,120,164,97,110,72,7,13,0,22,5686,500,4919,487,3503,360,1199,265,145,84,72,60,767,203,384,162,156,130,192,134,36,25,0,22,383,114,294,116,69,48,20,28,0,22
0500000US41017,41017,"Deschutes County, Oregon",43353,933,4689,546,2320,445,936,258,697,182,593,255,94,79,2369,375,752,208,483,182,222,103,47,67,0,28,1617,316,696,223,766,230,143,102,12,18,38664,1014,32437,843,18450,776,11052,717,2533,401,402,182,6227,618,2118,406,1392,333,629,188,97,99,0,28,4109,447,2440,324,1537,344,122,86,10,17
