GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family:,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No child,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - No child,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 1 or 2 children,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 1 or 2 children,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 3 or 4 children,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 3 or 4 children,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 5 or more children,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 5 or more children,Estimate; Income in the past 12 months below poverty level: - Other families:,Margin of Error; Income in the past 12 months below poverty level: - Other families:,"Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - No child","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - No child","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - No child","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - No child","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 5 or more children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 5 or more children",Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No child,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - No child,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 1 or 2 children,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 1 or 2 children,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 or 4 children,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 or 4 children,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 5 or more children,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 5 or more children,Estimate; Income in the past 12 months at or above poverty level: - Other families:,Margin of Error; Income in the past 12 months at or above poverty level: - Other families:,"Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - No child","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - No child","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - No child","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - No child","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 5 or more children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 5 or more children"
0500000US41005,41005,"Clackamas County, Oregon",104013,3368,7011,1270,3503,987,1527,533,1498,677,478,432,0,200,3508,953,523,450,387,366,136,164,0,200,0,200,2985,865,548,297,2295,813,142,139,0,200,97002,3390,79129,3264,45804,2545,25222,2172,7066,1241,1037,608,17873,2026,5828,1399,2959,978,2577,995,292,302,0,200,12045,1472,4523,1109,6911,1288,611,438,0,200
0500000US41017,41017,"Deschutes County, Oregon",40941,3029,4762,1364,2897,1030,1667,825,924,547,306,281,0,200,1865,844,893,777,79,98,814,771,0,200,0,200,972,507,249,242,491,359,232,288,0,200,36179,2722,29304,2481,19297,2003,8388,1557,1096,485,523,697,6875,1819,1481,715,412,366,1069,608,0,200,0,200,5394,1612,2320,1016,3074,1197,0,200,0,200
0500000US41029,41029,"Jackson County, Oregon",53853,2535,7473,1816,2790,1035,1301,650,884,584,605,636,0,200,4683,1536,806,579,0,200,806,579,0,200,0,200,3877,1324,1188,594,1593,827,928,822,168,238,46380,2755,37535,2781,25286,1802,10545,1898,1544,656,160,160,8845,1547,2097,756,892,557,1077,438,128,137,0,200,6748,1355,2283,713,3806,1059,659,485,0,200
0500000US41039,41039,"Lane County, Oregon",84801,2794,10820,1742,3471,1208,1344,495,1199,705,656,437,272,353,7349,1297,1347,685,608,514,556,392,183,192,0,200,6002,1168,848,345,4363,1070,791,431,0,200,73981,2648,60559,2519,40866,2289,15244,1835,4186,899,263,272,13422,1573,3837,876,1507,574,2158,682,118,149,54,89,9585,1389,5300,929,4083,1047,202,176,0,200
0500000US41043,41043,"Linn County, Oregon",29589,1774,3858,996,1009,451,349,205,201,181,410,321,49,86,2849,861,375,318,0,200,274,273,0,200,101,171,2474,812,65,105,1645,648,764,446,0,200,25731,1920,20785,1681,13316,1440,5958,1106,1511,645,0,200,4946,1140,1365,630,733,417,615,445,17,30,0,200,3581,985,1461,464,1682,762,438,578,0,200
0500000US41047,41047,"Marion County, Oregon",77502,2745,10910,1933,3896,1113,1134,612,1070,521,1155,563,537,478,7014,1596,1320,838,182,199,483,504,655,650,0,200,5694,1442,461,339,3263,1167,1891,797,79,135,66592,2609,52885,2338,30368,2075,17743,1981,4602,1044,172,211,13707,2040,4338,1216,2104,850,2004,836,230,271,0,200,9369,1994,3895,1078,4799,1533,675,595,0,200
0500000US41051,41051,"Multnomah County, Oregon",167374,4313,19978,2609,7227,1359,2600,756,2071,785,2168,934,388,341,12751,2184,2244,889,577,347,1365,673,302,278,0,200,10507,1967,1586,768,6617,1424,1679,904,625,630,147396,4059,112678,3871,65775,3496,39310,2710,7510,1436,83,135,34718,2903,12441,1876,5965,1238,6173,1481,303,209,0,200,22277,2294,9755,1391,11798,2052,724,533,0,200
0500000US41067,41067,"Washington County, Oregon",134554,3588,10649,2081,4695,1314,1475,714,2176,858,943,436,101,169,5954,1385,929,553,560,455,316,253,53,83,0,200,5025,1275,556,462,3523,1070,946,523,0,200,123905,3900,100817,3498,53636,2914,37231,2617,9581,1810,369,241,23088,2404,7544,1587,3749,1061,3496,1104,299,208,0,200,15544,1904,7236,1151,7641,1450,667,482,0,200
0500000US41071,41071,"Yamhill County, Oregon",26062,1584,2617,778,1833,665,619,499,871,554,271,241,72,124,784,452,261,358,97,161,164,249,0,200,0,200,523,301,0,200,331,251,181,147,11,19,23445,1550,19555,1537,11642,1081,5629,1174,2118,843,166,167,3890,1043,1212,642,448,446,556,379,208,294,0,200,2678,799,669,356,1712,655,297,283,0,200
