GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Total: - With own children under 18 years:
HD02_VD02,Margin of Error; Total: - With own children under 18 years:
HD01_VD03,Estimate; Total: - With own children under 18 years: - Married-couple family:
HD02_VD03,Margin of Error; Total: - With own children under 18 years: - Married-couple family:
HD01_VD04,Estimate; Total: - With own children under 18 years: - Married-couple family: - Husband in labor force:
HD02_VD04,Margin of Error; Total: - With own children under 18 years: - Married-couple family: - Husband in labor force:
HD01_VD05,Estimate; Total: - With own children under 18 years: - Married-couple family: - Husband in labor force: - Wife in labor force
HD02_VD05,Margin of Error; Total: - With own children under 18 years: - Married-couple family: - Husband in labor force: - Wife in labor force
HD01_VD06,Estimate; Total: - With own children under 18 years: - Married-couple family: - Husband in labor force: - Wife not in labor force
HD02_VD06,Margin of Error; Total: - With own children under 18 years: - Married-couple family: - Husband in labor force: - Wife not in labor force
HD01_VD07,Estimate; Total: - With own children under 18 years: - Married-couple family: - Husband not in labor force:
HD02_VD07,Margin of Error; Total: - With own children under 18 years: - Married-couple family: - Husband not in labor force:
HD01_VD08,Estimate; Total: - With own children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force
HD02_VD08,Margin of Error; Total: - With own children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force
HD01_VD09,Estimate; Total: - With own children under 18 years: - Married-couple family: - Husband not in labor force: - Wife not in labor force
HD02_VD09,Margin of Error; Total: - With own children under 18 years: - Married-couple family: - Husband not in labor force: - Wife not in labor force
HD01_VD10,Estimate; Total: - With own children under 18 years: - Other family:
HD02_VD10,Margin of Error; Total: - With own children under 18 years: - Other family:
HD01_VD11,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present:"
HD02_VD11,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present:"
HD01_VD12,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force"
HD02_VD12,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force"
HD01_VD13,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD02_VD13,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD01_VD14,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present:"
HD02_VD14,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present:"
HD01_VD15,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force"
HD02_VD15,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force"
HD01_VD16,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
HD02_VD16,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
HD01_VD17,Estimate; Total: - No children under 18 years:
HD02_VD17,Margin of Error; Total: - No children under 18 years:
HD01_VD18,Estimate; Total: - No children under 18 years: - Married-couple family:
HD02_VD18,Margin of Error; Total: - No children under 18 years: - Married-couple family:
HD01_VD19,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force:
HD02_VD19,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force:
HD01_VD20,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Wife in labor force
HD02_VD20,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Wife in labor force
HD01_VD21,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Wife not in labor force
HD02_VD21,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Wife not in labor force
HD01_VD22,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force:
HD02_VD22,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force:
HD01_VD23,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force
HD02_VD23,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force
HD01_VD24,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife not in labor force
HD02_VD24,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife not in labor force
HD01_VD25,Estimate; Total: - No children under 18 years: - Other family:
HD02_VD25,Margin of Error; Total: - No children under 18 years: - Other family:
HD01_VD26,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present:"
