GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Income in the past 12 months below the poverty level:
HD02_VD02,Margin of Error; Income in the past 12 months below the poverty level:
HD01_VD03,"Estimate; Income in the past 12 months below the poverty level: - Worked full-time, year-round:"
HD02_VD03,"Margin of Error; Income in the past 12 months below the poverty level: - Worked full-time, year-round:"
HD01_VD04,"Estimate; Income in the past 12 months below the poverty level: - Worked full-time, year-round: - Nonfamily householder"
HD02_VD04,"Margin of Error; Income in the past 12 months below the poverty level: - Worked full-time, year-round: - Nonfamily householder"
HD01_VD05,"Estimate; Income in the past 12 months below the poverty level: - Worked full-time, year-round: - Other"
HD02_VD05,"Margin of Error; Income in the past 12 months below the poverty level: - Worked full-time, year-round: - Other"
HD01_VD06,"Estimate; Income in the past 12 months below the poverty level: - Worked less than full-time, year-round:"
HD02_VD06,"Margin of Error; Income in the past 12 months below the poverty level: - Worked less than full-time, year-round:"
HD01_VD07,"Estimate; Income in the past 12 months below the poverty level: - Worked less than full-time, year-round: - Nonfamily householder"
HD02_VD07,"Margin of Error; Income in the past 12 months below the poverty level: - Worked less than full-time, year-round: - Nonfamily householder"
HD01_VD08,"Estimate; Income in the past 12 months below the poverty level: - Worked less than full-time, year-round: - Other"
HD02_VD08,"Margin of Error; Income in the past 12 months below the poverty level: - Worked less than full-time, year-round: - Other"
HD01_VD09,Estimate; Income in the past 12 months below the poverty level: - Did not work:
HD02_VD09,Margin of Error; Income in the past 12 months below the poverty level: - Did not work:
HD01_VD10,Estimate; Income in the past 12 months below the poverty level: - Did not work: - Nonfamily householder
HD02_VD10,Margin of Error; Income in the past 12 months below the poverty level: - Did not work: - Nonfamily householder
HD01_VD11,Estimate; Income in the past 12 months below the poverty level: - Did not work: - Other
HD02_VD11,Margin of Error; Income in the past 12 months below the poverty level: - Did not work: - Other
HD01_VD12,Estimate; Income in the past 12 months at or above the poverty level:
HD02_VD12,Margin of Error; Income in the past 12 months at or above the poverty level:
HD01_VD13,"Estimate; Income in the past 12 months at or above the poverty level: - Worked full-time, year-round:"
HD02_VD13,"Margin of Error; Income in the past 12 months at or above the poverty level: - Worked full-time, year-round:"
HD01_VD14,"Estimate; Income in the past 12 months at or above the poverty level: - Worked full-time, year-round: - Nonfamily householder"
HD02_VD14,"Margin of Error; Income in the past 12 months at or above the poverty level: - Worked full-time, year-round: - Nonfamily householder"
HD01_VD15,"Estimate; Income in the past 12 months at or above the poverty level: - Worked full-time, year-round: - Other"
HD02_VD15,"Margin of Error; Income in the past 12 months at or above the poverty level: - Worked full-time, year-round: - Other"
HD01_VD16,"Estimate; Income in the past 12 months at or above the poverty level: - Worked less than full-time, year-round:"
HD02_VD16,"Margin of Error; Income in the past 12 months at or above the poverty level: - Worked less than full-time, year-round:"
HD01_VD17,"Estimate; Income in the past 12 months at or above the poverty level: - Worked less than full-time, year-round: - Nonfamily householder"
HD02_VD17,"Margin of Error; Income in the past 12 months at or above the poverty level: - Worked less than full-time, year-round: - Nonfamily householder"
HD01_VD18,"Estimate; Income in the past 12 months at or above the poverty level: - Worked less than full-time, year-round: - Other"
HD02_VD18,"Margin of Error; Income in the past 12 months at or above the poverty level: - Worked less than full-time, year-round: - Other"
HD01_VD19,Estimate; Income in the past 12 months at or above the poverty level: - Did not work:
HD02_VD19,Margin of Error; Income in the past 12 months at or above the poverty level: - Did not work:
HD01_VD20,Estimate; Income in the past 12 months at or above the poverty level: - Did not work: - Nonfamily householder
HD02_VD20,Margin of Error; Income in the past 12 months at or above the poverty level: - Did not work: - Nonfamily householder
HD01_VD21,Estimate; Income in the past 12 months at or above the poverty level: - Did not work: - Other
HD02_VD21,Margin of Error; Income in the past 12 months at or above the poverty level: - Did not work: - Other
