GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Married-couple family:
HD02_VD02,Margin of Error; Married-couple family:
HD01_VD03,Estimate; Married-couple family: - With own children under 18 years:
HD02_VD03,Margin of Error; Married-couple family: - With own children under 18 years:
HD01_VD04,Estimate; Married-couple family: - With own children under 18 years: - Under 6 years only
HD02_VD04,Margin of Error; Married-couple family: - With own children under 18 years: - Under 6 years only
HD01_VD05,Estimate; Married-couple family: - With own children under 18 years: - Under 6 years and 6 to 17 years
HD02_VD05,Margin of Error; Married-couple family: - With own children under 18 years: - Under 6 years and 6 to 17 years
HD01_VD06,Estimate; Married-couple family: - With own children under 18 years: - 6 to 17 years only
HD02_VD06,Margin of Error; Married-couple family: - With own children under 18 years: - 6 to 17 years only
HD01_VD07,Estimate; Married-couple family: - No own children under 18 years
HD02_VD07,Margin of Error; Married-couple family: - No own children under 18 years
HD01_VD08,Estimate; Other family:
HD02_VD08,Margin of Error; Other family:
HD01_VD09,"Estimate; Other family: - Male householder, no wife present:"
HD02_VD09,"Margin of Error; Other family: - Male householder, no wife present:"
HD01_VD10,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years:"
HD02_VD10,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years:"
HD01_VD11,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years only"
HD02_VD11,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years only"
HD01_VD12,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years and 6 to 17 years"
HD02_VD12,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years and 6 to 17 years"
HD01_VD13,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - 6 to 17 years only"
HD02_VD13,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - 6 to 17 years only"
HD01_VD14,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years"
HD02_VD14,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years"
HD01_VD15,"Estimate; Other family: - Female householder, no husband present:"
HD02_VD15,"Margin of Error; Other family: - Female householder, no husband present:"
HD01_VD16,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years:"
HD02_VD16,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years:"
HD01_VD17,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years only"
HD02_VD17,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years only"
HD01_VD18,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years and 6 to 17 years"
HD02_VD18,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years and 6 to 17 years"
HD01_VD19,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - 6 to 17 years only"
HD02_VD19,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - 6 to 17 years only"
HD01_VD20,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years"
HD02_VD20,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years"
