GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family:,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No child,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - No child,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 1 or 2 children,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 1 or 2 children,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 3 or 4 children,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 3 or 4 children,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - 5 or more children,Margin of Error; Income in the past 12 months below poverty level: - Married-couple family: - 5 or more children,Estimate; Income in the past 12 months below poverty level: - Other families:,Margin of Error; Income in the past 12 months below poverty level: - Other families:,"Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - No child","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - No child","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - No child","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - No child","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Estimate; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 5 or more children","Margin of Error; Income in the past 12 months below poverty level: - Other families: - Female householder, no husband present: - 5 or more children",Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family:,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No child,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - No child,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 1 or 2 children,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 1 or 2 children,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 or 4 children,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 3 or 4 children,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - 5 or more children,Margin of Error; Income in the past 12 months at or above poverty level: - Married-couple family: - 5 or more children,Estimate; Income in the past 12 months at or above poverty level: - Other families:,Margin of Error; Income in the past 12 months at or above poverty level: - Other families:,"Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - No child","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - No child","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 1 or 2 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 3 or 4 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Male householder, no wife present: - 5 or more children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - No child","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - No child","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 1 or 2 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 3 or 4 children","Estimate; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 5 or more children","Margin of Error; Income in the past 12 months at or above poverty level: - Other families: - Female householder, no husband present: - 5 or more children"
0500000US41001,41001,"Baker County, Oregon",4603,238,540,123,186,67,90,49,48,31,37,36,11,17,354,111,45,43,4,8,14,23,27,34,0,19,309,90,12,17,275,94,15,19,7,16,4063,215,3606,236,2557,180,761,137,260,68,28,20,457,118,151,65,89,57,62,43,0,19,0,19,306,93,161,58,112,60,33,31,0,19
0500000US41003,41003,"Benton County, Oregon",18698,502,1779,262,767,178,273,95,309,105,142,75,43,43,1012,211,235,86,152,74,83,53,0,28,0,28,777,180,165,80,511,162,101,83,0,28,16919,462,14558,500,9228,376,4285,325,960,167,85,49,2361,287,611,166,229,95,361,133,21,24,0,28,1750,244,811,176,829,193,110,83,0,28
0500000US41005,41005,"Clackamas County, Oregon",101963,1101,6930,539,2975,355,1053,210,1305,324,597,203,20,30,3955,438,739,239,178,96,411,185,93,63,57,62,3216,382,445,152,2364,359,351,124,56,52,95033,1117,78205,1168,46024,939,25067,932,6546,543,568,197,16828,831,5718,531,2566,313,2807,430,322,128,23,35,11110,647,4195,427,6114,610,749,211,52,78
0500000US41007,41007,"Clatsop County, Oregon",9878,425,1321,231,492,143,177,85,206,92,109,69,0,25,829,188,145,105,28,27,84,95,33,29,0,25,684,182,17,16,515,170,137,72,15,23,8557,404,7054,412,4710,332,1972,278,367,110,5,11,1503,223,489,142,137,66,285,102,67,55,0,25,1014,174,579,144,394,95,41,39,0,25
0500000US41009,41009,"Columbia County, Oregon",13725,409,1272,230,464,133,152,64,171,96,122,64,19,21,808,199,142,80,0,25,132,76,10,16,0,25,666,179,76,56,415,141,145,79,30,44,12453,386,10398,444,6762,365,2896,301,712,143,28,26,2055,282,717,162,261,98,415,135,41,40,0,25,1338,229,568,160,648,154,122,55,0,25
0500000US41011,41011,"Coos County, Oregon",15899,626,1789,286,767,154,420,111,195,80,148,83,4,10,1022,230,183,84,73,74,94,72,16,22,0,28,839,207,202,109,480,166,136,100,21,25,14110,592,11527,576,8137,447,2763,348,605,175,22,20,2583,392,876,206,491,164,280,110,93,77,12,19,1707,299,737,170,920,243,50,58,0,28
0500000US41013,41013,"Crook County, Oregon",6041,312,881,197,555,179,186,103,222,98,147,86,0,22,326,118,68,48,9,14,41,37,18,28,0,22,258,108,15,28,210,103,33,33,0,22,5160,263,4346,252,3051,212,1105,178,164,82,26,28,814,187,352,135,190,104,160,97,2,4,0,22,462,144,192,84,264,133,6,10,0,22
0500000US41015,41015,"Curry County, Oregon",6164,473,478,162,147,81,58,56,39,28,50,60,0,22,331,131,50,53,0,22,50,53,0,22,0,22,281,120,61,52,197,107,23,21,0,22,5686,500,4919,487,3938,389,822,242,113,71,46,45,767,203,384,162,68,49,273,153,43,29,0,22,383,114,227,92,147,74,9,15,0,22
0500000US41017,41017,"Deschutes County, Oregon",43353,933,4689,546,2320,445,1053,258,619,183,595,244,53,68,2369,375,752,208,81,82,551,182,120,95,0,28,1617,316,270,135,1056,264,279,127,12,18,38664,1014,32437,843,20463,766,9802,668,1841,334,331,165,6227,618,2118,406,828,281,1137,257,153,116,0,28,4109,447,1537,278,2436,359,126,96,10,17
