GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - In family households:,Margin of Error; Income in the past 12 months below poverty level: - In family households:,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families:,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families:,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families: - All relatives,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families: - All relatives,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families: - Non-relatives,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families: - Non-relatives,Estimate; Income in the past 12 months below poverty level: - In family households: - In other families:,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families:,"Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives",Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement:,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement:,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder:,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder:,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Other living arrangement,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Other living arrangement,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - In family households:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households:,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families:,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - All relatives,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - All relatives,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - Non-relatives,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - Non-relatives,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families:,"Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives",Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement:,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement:,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder:,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder:,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Other living arrangement,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Other living arrangement
0500000US41001,41001,"Baker County, Oregon",15595,108,2801,425,1846,384,729,258,713,255,16,19,1117,338,303,218,237,177,66,48,814,241,777,234,37,32,955,224,669,159,550,145,119,63,286,128,12794,430,10667,435,9494,554,9490,552,4,11,1173,331,326,146,315,140,11,18,847,283,787,266,60,51,2127,221,1848,194,1624,186,224,69,279,90
0500000US41003,41003,"Benton County, Oregon",80879,446,18235,1046,6703,828,3264,705,3123,722,141,98,3439,663,746,275,516,199,230,142,2693,588,2283,552,410,166,11532,713,5534,463,2718,361,2816,374,5998,533,62644,1012,50265,1119,43217,1335,42951,1339,266,154,7048,864,1847,480,1725,488,122,61,5201,725,4823,681,378,125,12379,712,9152,493,7047,417,2105,336,3227,398
0500000US41005,41005,"Clackamas County, Oregon",377962,305,36946,1945,25304,1861,12129,1504,11132,1538,997,237,13175,1485,3070,857,2352,805,718,226,10105,1161,9034,1128,1071,210,11642,933,6560,587,5166,517,1394,259,5082,659,341016,1968,294331,2440,242771,3277,241951,3275,820,225,51560,2745,16980,1766,15818,1659,1162,307,34580,2084,32163,1997,2417,423,46685,1706,38004,1265,30278,1160,7726,741,8681,829
0500000US41007,41007,"Clatsop County, Oregon",36291,206,5994,779,4582,760,1776,478,1658,473,118,69,2806,631,571,273,360,220,211,130,2235,644,2056,587,179,97,1412,306,940,203,717,182,223,76,472,181,30297,789,24503,891,19849,1155,19826,1153,23,36,4654,769,1534,480,1301,395,233,131,3120,581,2836,529,284,114,5794,533,4931,432,4117,399,814,208,863,195
0500000US41009,41009,"Columbia County, Oregon",48826,169,6659,831,4929,818,2066,569,1957,565,109,81,2863,614,568,291,415,254,153,80,2295,516,2046,454,249,141,1730,267,1152,203,908,165,244,94,578,167,42167,872,37261,913,30806,1331,30753,1333,53,46,6455,839,2256,549,2098,522,158,80,4199,635,3872,623,327,134,4906,467,4192,312,3466,312,726,186,714,260
0500000US41011,41011,"Coos County, Oregon",61525,238,10966,905,6673,927,2986,638,2682,638,304,134,3687,747,595,232,442,192,153,82,3092,690,2770,669,322,127,4293,650,2675,414,2173,366,502,150,1618,377,50559,943,41477,1200,32902,1626,32786,1624,116,95,8575,1252,3073,734,2883,695,190,99,5502,972,5289,940,213,102,9082,681,7498,568,6048,532,1450,246,1584,264
0500000US41013,41013,"Crook County, Oregon",20738,55,4036,597,3155,633,2074,621,1970,632,104,86,1081,373,259,158,188,140,71,42,822,345,797,336,25,39,881,214,655,178,483,149,172,95,226,96,16702,607,14103,652,11799,724,11799,724,0,22,2304,543,1019,396,915,358,104,68,1285,400,1184,375,101,82,2599,317,2184,287,1834,291,350,118,415,165
0500000US41015,41015,"Curry County, Oregon",22240,67,3341,656,1829,499,660,368,575,365,85,75,1169,410,290,237,164,170,126,93,879,366,772,333,107,98,1512,382,924,269,748,239,176,130,588,222,18899,656,15185,889,12740,1061,12713,1060,27,32,2445,587,1227,469,1124,443,103,75,1218,339,1024,337,194,92,3714,464,3267,389,2692,385,575,202,447,183
0500000US41017,41017,"Deschutes County, Oregon",159365,293,23144,1954,16799,1955,8741,1782,8367,1778,374,150,8058,1393,2411,662,1973,606,438,210,5647,1157,5185,1118,462,196,6345,679,3762,475,2875,414,887,268,2583,415,136221,1900,113395,2309,94289,2221,93854,2220,435,293,19106,1843,6388,1200,5672,1108,716,259,12718,1512,11872,1445,846,270,22826,1330,17453,874,13111,824,4342,516,5373,746
0500000US41019,41019,"Douglas County, Oregon",106071,250,19887,1559,14558,1409,6079,890,5699,885,380,120,8479,1079,2371,626,1898,535,473,167,6108,946,5535,920,573,203,5329,564,3344,382,2333,319,1011,205,1985,350,86184,1556,72556,1617,59309,1895,58982,1900,327,191,13247,1317,4630,927,4265,867,365,153,8617,1077,7979,1014,638,180,13628,859,11285,694,9169,638,2116,331,2343,358
0500000US41021,41021,"Gilliam County, Oregon",1899,11,224,67,129,60,59,46,51,45,8,10,70,42,35,30,17,25,18,18,35,30,21,24,14,18,95,38,71,31,60,30,11,10,24,17,1675,69,1387,95,1120,121,1120,121,0,12,267,99,57,50,46,48,11,15,210,92,200,90,10,12,288,64,280,62,262,60,18,14,8,10
0500000US41023,41023,"Grant County, Oregon",7265,32,1255,263,846,260,381,164,381,164,0,17,465,198,232,153,165,130,67,46,233,107,227,105,6,10,409,74,251,54,217,52,34,17,158,59,6010,267,4970,272,4434,305,4419,310,15,15,536,181,205,100,205,100,0,17,331,133,312,126,19,19,1040,156,942,150,795,142,147,54,98,43
