GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; With own children under 18 years:
HD02_VD02,Margin of Error; With own children under 18 years:
HD01_VD03,Estimate; With own children under 18 years: - Under 6 years only:
HD02_VD03,Margin of Error; With own children under 18 years: - Under 6 years only:
HD01_VD04,Estimate; With own children under 18 years: - Under 6 years only: - In labor force:
HD02_VD04,Margin of Error; With own children under 18 years: - Under 6 years only: - In labor force:
HD01_VD05,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - In Armed Forces
HD02_VD05,Margin of Error; With own children under 18 years: - Under 6 years only: - In labor force: - In Armed Forces
HD01_VD06,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian:
HD02_VD06,Margin of Error; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian:
HD01_VD07,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian: - Employed
HD02_VD07,Margin of Error; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian: - Employed
HD01_VD08,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian: - Unemployed
HD02_VD08,Margin of Error; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian: - Unemployed
HD01_VD09,Estimate; With own children under 18 years: - Under 6 years only: - Not in labor force
HD02_VD09,Margin of Error; With own children under 18 years: - Under 6 years only: - Not in labor force
HD01_VD10,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years:
HD02_VD10,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years:
HD01_VD11,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force:
HD02_VD11,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force:
HD01_VD12,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - In Armed Forces
HD02_VD12,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - In Armed Forces
HD01_VD13,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian:
HD02_VD13,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian:
HD01_VD14,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian: - Employed
HD02_VD14,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian: - Employed
HD01_VD15,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian: - Unemployed
HD02_VD15,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian: - Unemployed
HD01_VD16,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - Not in labor force
HD02_VD16,Margin of Error; With own children under 18 years: - Under 6 years and 6 to 17 years: - Not in labor force
HD01_VD17,Estimate; With own children under 18 years: - 6 to 17 years only:
HD02_VD17,Margin of Error; With own children under 18 years: - 6 to 17 years only:
HD01_VD18,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force:
HD02_VD18,Margin of Error; With own children under 18 years: - 6 to 17 years only: - In labor force:
HD01_VD19,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - In Armed Forces
HD02_VD19,Margin of Error; With own children under 18 years: - 6 to 17 years only: - In labor force: - In Armed Forces
HD01_VD20,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian:
HD02_VD20,Margin of Error; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian:
HD01_VD21,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian: - Employed
HD02_VD21,Margin of Error; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian: - Employed
HD01_VD22,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian: - Unemployed
HD02_VD22,Margin of Error; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian: - Unemployed
HD01_VD23,Estimate; With own children under 18 years: - 6 to 17 years only: - Not in labor force
HD02_VD23,Margin of Error; With own children under 18 years: - 6 to 17 years only: - Not in labor force
HD01_VD24,Estimate; No own children under 18 years:
HD02_VD24,Margin of Error; No own children under 18 years:
HD01_VD25,Estimate; No own children under 18 years: - In labor force:
HD02_VD25,Margin of Error; No own children under 18 years: - In labor force:
HD01_VD26,Estimate; No own children under 18 years: - In labor force: - In Armed Forces
HD02_VD26,Margin of Error; No own children under 18 years: - In labor force: - In Armed Forces
HD01_VD27,Estimate; No own children under 18 years: - In labor force: - Civilian:
HD02_VD27,Margin of Error; No own children under 18 years: - In labor force: - Civilian:
HD01_VD28,Estimate; No own children under 18 years: - In labor force: - Civilian: - Employed
HD02_VD28,Margin of Error; No own children under 18 years: - In labor force: - Civilian: - Employed
HD01_VD29,Estimate; No own children under 18 years: - In labor force: - Civilian: - Unemployed
HD02_VD29,Margin of Error; No own children under 18 years: - In labor force: - Civilian: - Unemployed
HD01_VD30,Estimate; No own children under 18 years: - Not in labor force
HD02_VD30,Margin of Error; No own children under 18 years: - Not in labor force
