GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Householder 15 to 24 years:
HD02_VD02,Margin of Error; Householder 15 to 24 years:
HD01_VD03,Estimate; Householder 15 to 24 years: - Less than 20.0 percent
HD02_VD03,Margin of Error; Householder 15 to 24 years: - Less than 20.0 percent
HD01_VD04,Estimate; Householder 15 to 24 years: - 20.0 to 24.9 percent
HD02_VD04,Margin of Error; Householder 15 to 24 years: - 20.0 to 24.9 percent
HD01_VD05,Estimate; Householder 15 to 24 years: - 25.0 to 29.9 percent
HD02_VD05,Margin of Error; Householder 15 to 24 years: - 25.0 to 29.9 percent
HD01_VD06,Estimate; Householder 15 to 24 years: - 30.0 to 34.9 percent
HD02_VD06,Margin of Error; Householder 15 to 24 years: - 30.0 to 34.9 percent
HD01_VD07,Estimate; Householder 15 to 24 years: - 35.0 percent or more
HD02_VD07,Margin of Error; Householder 15 to 24 years: - 35.0 percent or more
HD01_VD08,Estimate; Householder 15 to 24 years: - Not computed
HD02_VD08,Margin of Error; Householder 15 to 24 years: - Not computed
HD01_VD09,Estimate; Householder 25 to 34 years:
HD02_VD09,Margin of Error; Householder 25 to 34 years:
HD01_VD10,Estimate; Householder 25 to 34 years: - Less than 20.0 percent
HD02_VD10,Margin of Error; Householder 25 to 34 years: - Less than 20.0 percent
HD01_VD11,Estimate; Householder 25 to 34 years: - 20.0 to 24.9 percent
HD02_VD11,Margin of Error; Householder 25 to 34 years: - 20.0 to 24.9 percent
HD01_VD12,Estimate; Householder 25 to 34 years: - 25.0 to 29.9 percent
HD02_VD12,Margin of Error; Householder 25 to 34 years: - 25.0 to 29.9 percent
HD01_VD13,Estimate; Householder 25 to 34 years: - 30.0 to 34.9 percent
HD02_VD13,Margin of Error; Householder 25 to 34 years: - 30.0 to 34.9 percent
HD01_VD14,Estimate; Householder 25 to 34 years: - 35.0 percent or more
HD02_VD14,Margin of Error; Householder 25 to 34 years: - 35.0 percent or more
HD01_VD15,Estimate; Householder 25 to 34 years: - Not computed
HD02_VD15,Margin of Error; Householder 25 to 34 years: - Not computed
HD01_VD16,Estimate; Householder 35 to 64 years:
HD02_VD16,Margin of Error; Householder 35 to 64 years:
HD01_VD17,Estimate; Householder 35 to 64 years: - Less than 20.0 percent
HD02_VD17,Margin of Error; Householder 35 to 64 years: - Less than 20.0 percent
HD01_VD18,Estimate; Householder 35 to 64 years: - 20.0 to 24.9 percent
HD02_VD18,Margin of Error; Householder 35 to 64 years: - 20.0 to 24.9 percent
HD01_VD19,Estimate; Householder 35 to 64 years: - 25.0 to 29.9 percent
HD02_VD19,Margin of Error; Householder 35 to 64 years: - 25.0 to 29.9 percent
HD01_VD20,Estimate; Householder 35 to 64 years: - 30.0 to 34.9 percent
HD02_VD20,Margin of Error; Householder 35 to 64 years: - 30.0 to 34.9 percent
HD01_VD21,Estimate; Householder 35 to 64 years: - 35.0 percent or more
HD02_VD21,Margin of Error; Householder 35 to 64 years: - 35.0 percent or more
HD01_VD22,Estimate; Householder 35 to 64 years: - Not computed
HD02_VD22,Margin of Error; Householder 35 to 64 years: - Not computed
HD01_VD23,Estimate; Householder 65 years and over:
HD02_VD23,Margin of Error; Householder 65 years and over:
HD01_VD24,Estimate; Householder 65 years and over: - Less than 20.0 percent
HD02_VD24,Margin of Error; Householder 65 years and over: - Less than 20.0 percent
HD01_VD25,Estimate; Householder 65 years and over: - 20.0 to 24.9 percent
HD02_VD25,Margin of Error; Householder 65 years and over: - 20.0 to 24.9 percent
HD01_VD26,Estimate; Householder 65 years and over: - 25.0 to 29.9 percent
HD02_VD26,Margin of Error; Householder 65 years and over: - 25.0 to 29.9 percent
HD01_VD27,Estimate; Householder 65 years and over: - 30.0 to 34.9 percent
HD02_VD27,Margin of Error; Householder 65 years and over: - 30.0 to 34.9 percent
HD01_VD28,Estimate; Householder 65 years and over: - 35.0 percent or more
HD02_VD28,Margin of Error; Householder 65 years and over: - 35.0 percent or more
HD01_VD29,Estimate; Householder 65 years and over: - Not computed
HD02_VD29,Margin of Error; Householder 65 years and over: - Not computed
