GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD02,Estimate; Married-couple family:
HD02_VD02,Margin of Error; Married-couple family:
HD01_VD03,Estimate; Married-couple family: - With own children under 18 years:
HD02_VD03,Margin of Error; Married-couple family: - With own children under 18 years:
HD01_VD04,"Estimate; Married-couple family: - With own children under 18 years: - Less than $10,000"
HD02_VD04,"Margin of Error; Married-couple family: - With own children under 18 years: - Less than $10,000"
HD01_VD05,"Estimate; Married-couple family: - With own children under 18 years: - $10,000 to $14,999"
HD02_VD05,"Margin of Error; Married-couple family: - With own children under 18 years: - $10,000 to $14,999"
HD01_VD06,"Estimate; Married-couple family: - With own children under 18 years: - $15,000 to $19,999"
HD02_VD06,"Margin of Error; Married-couple family: - With own children under 18 years: - $15,000 to $19,999"
HD01_VD07,"Estimate; Married-couple family: - With own children under 18 years: - $20,000 to $24,999"
HD02_VD07,"Margin of Error; Married-couple family: - With own children under 18 years: - $20,000 to $24,999"
HD01_VD08,"Estimate; Married-couple family: - With own children under 18 years: - $25,000 to $29,999"
HD02_VD08,"Margin of Error; Married-couple family: - With own children under 18 years: - $25,000 to $29,999"
HD01_VD09,"Estimate; Married-couple family: - With own children under 18 years: - $30,000 to $34,999"
HD02_VD09,"Margin of Error; Married-couple family: - With own children under 18 years: - $30,000 to $34,999"
HD01_VD10,"Estimate; Married-couple family: - With own children under 18 years: - $35,000 to $39,999"
HD02_VD10,"Margin of Error; Married-couple family: - With own children under 18 years: - $35,000 to $39,999"
HD01_VD11,"Estimate; Married-couple family: - With own children under 18 years: - $40,000 to $44,999"
HD02_VD11,"Margin of Error; Married-couple family: - With own children under 18 years: - $40,000 to $44,999"
HD01_VD12,"Estimate; Married-couple family: - With own children under 18 years: - $45,000 to $49,999"
HD02_VD12,"Margin of Error; Married-couple family: - With own children under 18 years: - $45,000 to $49,999"
HD01_VD13,"Estimate; Married-couple family: - With own children under 18 years: - $50,000 to $59,999"
HD02_VD13,"Margin of Error; Married-couple family: - With own children under 18 years: - $50,000 to $59,999"
HD01_VD14,"Estimate; Married-couple family: - With own children under 18 years: - $60,000 to $74,999"
HD02_VD14,"Margin of Error; Married-couple family: - With own children under 18 years: - $60,000 to $74,999"
HD01_VD15,"Estimate; Married-couple family: - With own children under 18 years: - $75,000 to $99,999"
HD02_VD15,"Margin of Error; Married-couple family: - With own children under 18 years: - $75,000 to $99,999"
HD01_VD16,"Estimate; Married-couple family: - With own children under 18 years: - $100,000 to $124,999"
HD02_VD16,"Margin of Error; Married-couple family: - With own children under 18 years: - $100,000 to $124,999"
HD01_VD17,"Estimate; Married-couple family: - With own children under 18 years: - $125,000 to $149,999"
HD02_VD17,"Margin of Error; Married-couple family: - With own children under 18 years: - $125,000 to $149,999"
HD01_VD18,"Estimate; Married-couple family: - With own children under 18 years: - $150,000 to $199,999"
HD02_VD18,"Margin of Error; Married-couple family: - With own children under 18 years: - $150,000 to $199,999"
HD01_VD19,"Estimate; Married-couple family: - With own children under 18 years: - $200,000 or more"
HD02_VD19,"Margin of Error; Married-couple family: - With own children under 18 years: - $200,000 or more"
HD01_VD20,Estimate; Married-couple family: - No own children under 18 years:
HD02_VD20,Margin of Error; Married-couple family: - No own children under 18 years:
HD01_VD21,"Estimate; Married-couple family: - No own children under 18 years: - Less than $10,000"
HD02_VD21,"Margin of Error; Married-couple family: - No own children under 18 years: - Less than $10,000"
HD01_VD22,"Estimate; Married-couple family: - No own children under 18 years: - $10,000 to $14,999"
HD02_VD22,"Margin of Error; Married-couple family: - No own children under 18 years: - $10,000 to $14,999"
HD01_VD23,"Estimate; Married-couple family: - No own children under 18 years: - $15,000 to $19,999"
HD02_VD23,"Margin of Error; Married-couple family: - No own children under 18 years: - $15,000 to $19,999"
HD01_VD24,"Estimate; Married-couple family: - No own children under 18 years: - $20,000 to $24,999"
HD02_VD24,"Margin of Error; Married-couple family: - No own children under 18 years: - $20,000 to $24,999"
HD01_VD25,"Estimate; Married-couple family: - No own children under 18 years: - $25,000 to $29,999"
HD02_VD25,"Margin of Error; Married-couple family: - No own children under 18 years: - $25,000 to $29,999"
HD01_VD26,"Estimate; Married-couple family: - No own children under 18 years: - $30,000 to $34,999"
HD02_VD26,"Margin of Error; Married-couple family: - No own children under 18 years: - $30,000 to $34,999"
HD01_VD27,"Estimate; Married-couple family: - No own children under 18 years: - $35,000 to $39,999"
HD02_VD27,"Margin of Error; Married-couple family: - No own children under 18 years: - $35,000 to $39,999"
HD01_VD28,"Estimate; Married-couple family: - No own children under 18 years: - $40,000 to $44,999"
HD02_VD28,"Margin of Error; Married-couple family: - No own children under 18 years: - $40,000 to $44,999"
HD01_VD29,"Estimate; Married-couple family: - No own children under 18 years: - $45,000 to $49,999"
HD02_VD29,"Margin of Error; Married-couple family: - No own children under 18 years: - $45,000 to $49,999"
HD01_VD30,"Estimate; Married-couple family: - No own children under 18 years: - $50,000 to $59,999"
HD02_VD30,"Margin of Error; Married-couple family: - No own children under 18 years: - $50,000 to $59,999"
